index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
3757	d aɪ s	d aɪ s t	dice	diced	⋊ d a ɪ s ⋉	⋊ d a ɪ s t ⋉
3758	d ɪ s ɪ n tʃ æ n t	d ɪ s ɪ n tʃ æ n t ə d	disenchant	disenchanted	⋊ d ɪ s ɪ n t ʃ ɑ n t ⋉	⋊ d ɪ s ɪ n t ʃ ɑ n t ɪ d ⋉
3759	d oʊ s	d oʊ s t	dose	dosed	⋊ d o s ⋉	⋊ d o s t ⋉
3760	d ʌ m f aʊ n d	d ʌ m f aʊ n d ə d	dumbfound	dumbfounded	⋊ d ʌ m f a ʊ n d ⋉	⋊ d ʌ m f a ʊ n d ɪ d ⋉
3761	ɛ n k oʊ d	ɛ n k oʊ d ə d	encode	encoded	⋊ ɛ n k o d ⋉	⋊ ɛ n k o d ɪ d ⋉
3762	ɛ s eɪ	ɛ s eɪ d	essay	essayed	⋊ ɛ s e ⋉	⋊ ɛ s e d ⋉
3763	ɛ k s aɪ z	ɛ k s aɪ z d	excise	excised	⋊ ɛ k s a ɪ z ⋉	⋊ ɛ k s a ɪ z d ⋉
3764	f a ɹ t	f a ɹ t ə d	fart	farted	⋊ f a ɹ t ⋉	⋊ f a ɹ t ɪ d ⋉
3765	f ɛ t ɚ	f ɛ t ɚ d	fetter	fettered	⋊ f ɛ t ɛ ɹ ⋉	⋊ f ɛ t ɛ ɹ d ⋉
3766	f oʊ ɹ s f i d	f oʊ ɹ s f ɛ d	force-feed	force-fed	⋊ f o ɹ s f i d ⋉	⋊ f o ɹ s f ɛ d ⋉
3767	g ɹ æ v ə l	g ɹ æ v ə l d	gravel	gravelled	⋊ g ɹ ɑ v ə l ⋉	⋊ g ɹ ɑ v ə l d ⋉
3768	h a g	h a g d	hog	hogged	⋊ h a g ⋉	⋊ h a g d ⋉
3769	h ʊ d w ɪ ŋ k	h ʊ d w ɪ ŋ k t	hoodwink	hoodwinked	⋊ h ʊ d w ɪ ŋ k ⋉	⋊ h ʊ d w ɪ ŋ k t ⋉
3770	ɪ m oʊ ɹ t ə l aɪ z	ɪ m oʊ ɹ t ə l aɪ z d	immortalize	immortalized	⋊ ɪ m o ɹ t ə l a ɪ z ⋉	⋊ ɪ m o ɹ t ə l a ɪ z d ⋉
3771	ɪ n k a ɹ s ɚ eɪ t	ɪ n k a ɹ s ɚ eɪ t ə d	incarcerate	incarcerated	⋊ ɪ n k a ɹ s ɛ ɹ e t ⋉	⋊ ɪ n k a ɹ s ɛ ɹ e t ɪ d ⋉
3772	ɪ n g ɹ eɪ ʃ i eɪ t	ɪ n g ɹ eɪ ʃ i eɪ t ə d	ingratiate	ingratiated	⋊ ɪ n g ɹ e ʃ i e t ⋉	⋊ ɪ n g ɹ e ʃ i e t ɪ d ⋉
3773	dʒ æ b ɚ	dʒ æ b ɚ d	jabber	jabbered	⋊ d ʒ ɑ b ɛ ɹ ⋉	⋊ d ʒ ɑ b ɛ ɹ d ⋉
3774	k i	k i d	key	keyed	⋊ k i ⋉	⋊ k i d ⋉
3775	n aɪ t	n aɪ t ə d	knight	knighted	⋊ n a ɪ t ⋉	⋊ n a ɪ t ɪ d ⋉
3776	l ɔ d	l ɔ d ə d	laud	lauded	⋊ l ɔ d ⋉	⋊ l ɔ d ɪ d ⋉
3777	ɔ s ɪ f aɪ	ɔ s ɪ f aɪ d	ossify	ossified	⋊ ɔ s ɪ f a ɪ ⋉	⋊ ɔ s ɪ f a ɪ d ⋉
3778	oʊ v ɚ p eɪ	oʊ v ɚ p eɪ d	overpay	overpaid	⋊ o v ɛ ɹ p e ⋉	⋊ o v ɛ ɹ p e d ⋉
3779	oʊ v ɚ s t ɛ p	oʊ v ɚ s t ɛ p t	overstep	overstepped	⋊ o v ɛ ɹ s t ɛ p ⋉	⋊ o v ɛ ɹ s t ɛ p t ⋉
3780	p l ʌ m	p l ʌ m d	plumb	plumbed	⋊ p l ʌ m ⋉	⋊ p l ʌ m d ⋉
3781	p oʊ l	p oʊ l d	pole	poled	⋊ p o l ⋉	⋊ p o l d ⋉
3782	p ɹ a m ə l g eɪ t	p ɹ a m ə l g eɪ t ə d	promulgate	promulgated	⋊ p ɹ a m ə l g e t ⋉	⋊ p ɹ a m ə l g e t ɪ d ⋉
3783	p ɹ a s p ɛ k t	p ɹ a s p ɛ k t ə d	prospect	prospected	⋊ p ɹ a s p ɛ k t ⋉	⋊ p ɹ a s p ɛ k t ɪ d ⋉
3784	ɹ eɪ d i oʊ	ɹ eɪ d i oʊ d	radio	radioed	⋊ ɹ e d i o ⋉	⋊ ɹ e d i o d ⋉
3785	ɹ i f oʊ ɹ m	ɹ i f oʊ ɹ m d	re-form	re-formed	⋊ ɹ i f o ɹ m ⋉	⋊ ɹ i f o ɹ m d ⋉
3786	ɹ ɛ dʒ ɪ m ɛ n t	ɹ ɛ dʒ ɪ m ɛ n t ə d	regiment	regimented	⋊ ɹ ɛ d ʒ ɪ m ɛ n t ⋉	⋊ ɹ ɛ d ʒ ɪ m ɛ n t ɪ d ⋉
3787	ɹ oʊ b	ɹ oʊ b d	robe	robed	⋊ ɹ o b ⋉	⋊ ɹ o b d ⋉
3788	ɹ ʌ f ə n	ɹ ʌ f ə n d	roughen	roughened	⋊ ɹ ʌ f ə n ⋉	⋊ ɹ ʌ f ə n d ⋉
3789	s æ t ɚ aɪ z	s æ t ɚ aɪ z d	satirize	satirized	⋊ s ɑ t ɛ ɹ a ɪ z ⋉	⋊ s ɑ t ɛ ɹ a ɪ z d ⋉
3790	s ɛ n t ɪ m ɛ n t ə l aɪ z	s ɛ n t ɪ m ɛ n t ə l aɪ z d	sentimentalize	sentimentalized	⋊ s ɛ n t ɪ m ɛ n t ə l a ɪ z ⋉	⋊ s ɛ n t ɪ m ɛ n t ə l a ɪ z d ⋉
3791	s l ɚ p	s l ɚ p t	slurp	slurped	⋊ s l ɛ ɹ p ⋉	⋊ s l ɛ ɹ p t ⋉
3792	s n ɪ k ɚ	s n ɪ k ɚ d	snicker	snickered	⋊ s n ɪ k ɛ ɹ ⋉	⋊ s n ɪ k ɛ ɹ d ⋉
3793	s p u k	s p u k t	spook	spooked	⋊ s p u k ⋉	⋊ s p u k t ⋉
3794	s t ʌ m ə k	s t ʌ m ə k t	stomach	stomached	⋊ s t ʌ m ə k ⋉	⋊ s t ʌ m ə k t ⋉
3795	s t ɹ æ t ɪ f aɪ	s t ɹ æ t ɪ f aɪ d	stratify	stratified	⋊ s t ɹ ɑ t ɪ f a ɪ ⋉	⋊ s t ɹ ɑ t ɪ f a ɪ d ⋉
3796	s ʌ b	s ʌ b d	sub	subbed	⋊ s ʌ b ⋉	⋊ s ʌ b d ⋉
3797	t ɹ æ n z æ k t	t ɹ æ n z æ k t ə d	transact	transacted	⋊ t ɹ ɑ n z ɑ k t ⋉	⋊ t ɹ ɑ n z ɑ k t ɪ d ⋉
3798	ʌ n b æ l ə n s	ʌ n b æ l ə n s t	unbalance	unbalanced	⋊ ʌ n b ɑ l ə n s ⋉	⋊ ʌ n b ɑ l ə n s t ⋉
3799	v eɪ k eɪ ʃ ə n	v eɪ k eɪ ʃ ə n d	vacation	vacationed	⋊ v e k e ʃ ə n ⋉	⋊ v e k e ʃ ə n d ⋉
3800	ə b æ ʃ	ə b æ ʃ t	abash	abashed	⋊ ə b ɑ ʃ ⋉	⋊ ə b ɑ ʃ t ⋉
3801	ə b ɹ ɪ dʒ	ə b ɹ ɪ dʒ d	abridge	abridged	⋊ ə b ɹ ɪ d ʒ ⋉	⋊ ə b ɹ ɪ d ʒ d ⋉
3802	ə dʒ ʌ dʒ	ə dʒ ʌ dʒ d	adjudge	adjudged	⋊ ə d ʒ ʌ d ʒ ⋉	⋊ ə d ʒ ʌ d ʒ d ⋉
3803	eɪ ɹ eɪ t	eɪ ɹ eɪ t ə d	aerate	aerated	⋊ e ɹ e t ⋉	⋊ e ɹ e t ɪ d ⋉
3804	æ n oʊ t eɪ t	æ n oʊ t eɪ t ə d	annotate	annotated	⋊ ɑ n o t e t ⋉	⋊ ɑ n o t e t ɪ d ⋉
3805	ə p ɹ ɛ n t ɪ s	ə p ɹ ɛ n t ɪ s t	apprentice	apprenticed	⋊ ə p ɹ ɛ n t ɪ s ⋉	⋊ ə p ɹ ɛ n t ɪ s t ⋉
3806	ə t oʊ n	ə t oʊ n d	atone	atoned	⋊ ə t o n ⋉	⋊ ə t o n d ⋉
3807	b æ ŋ k ɹ ʌ p t	b æ ŋ k ɹ ʌ p t ə d	bankrupt	bankrupted	⋊ b ɑ ŋ k ɹ ʌ p t ⋉	⋊ b ɑ ŋ k ɹ ʌ p t ɪ d ⋉
3808	b ɪ l eɪ	b ɪ l eɪ d	belay	belayed	⋊ b ɪ l e ⋉	⋊ b ɪ l e d ⋉
3809	b ɪ m oʊ n	b ɪ m oʊ n d	bemoan	bemoaned	⋊ b ɪ m o n ⋉	⋊ b ɪ m o n d ⋉
3810	b ɹ ɔɪ l	b ɹ ɔɪ l d	broil	broiled	⋊ b ɹ ɔ ɪ l ⋉	⋊ b ɹ ɔ ɪ l d ⋉
3811	b ɚ b ə l	b ɚ b ə l d	burble	burbled	⋊ b ɛ ɹ b ə l ⋉	⋊ b ɛ ɹ b ə l d ⋉
3812	tʃ æ s t aɪ z	tʃ æ s t aɪ z d	chastise	chastised	⋊ t ʃ ɑ s t a ɪ z ⋉	⋊ t ʃ ɑ s t a ɪ z d ⋉
3813	k l aɪ m æ k s	k l aɪ m æ k s t	climax	climaxed	⋊ k l a ɪ m ɑ k s ⋉	⋊ k l a ɪ m ɑ k s t ⋉
3814	k l aʊ t	k l aʊ t ə d	clout	clouted	⋊ k l a ʊ t ⋉	⋊ k l a ʊ t ɪ d ⋉
3815	k ə m ɚ ʃ ə l aɪ z	k ə m ɚ ʃ ə l aɪ z d	commercialize	commercialized	⋊ k ə m ɛ ɹ ʃ ə l a ɪ z ⋉	⋊ k ə m ɛ ɹ ʃ ə l a ɪ z d ⋉
3816	k ə n aɪ v	k ə n aɪ v d	connive	connived	⋊ k ə n a ɪ v ⋉	⋊ k ə n a ɪ v d ⋉
3817	k ɹ i m eɪ t	k ɹ i m eɪ t ə d	cremate	cremated	⋊ k ɹ i m e t ⋉	⋊ k ɹ i m e t ɪ d ⋉
3818	d ɪ f ɔ l t	d ɪ f ɔ l t ə d	default	defaulted	⋊ d ɪ f ɔ l t ⋉	⋊ d ɪ f ɔ l t ɪ d ⋉
3819	d ɚ t i	d ɚ t i d	dirty	dirtied	⋊ d ɛ ɹ t i ⋉	⋊ d ɛ ɹ t i d ⋉
3820	d ɪ s b ɚ s	d ɪ s b ɚ s t	disburse	disbursed	⋊ d ɪ s b ɛ ɹ s ⋉	⋊ d ɪ s b ɛ ɹ s t ⋉
3821	d ɪ s a n ɚ	d ɪ s a n ɚ d	dishonour	dishonoured	⋊ d ɪ s a n ɛ ɹ ⋉	⋊ d ɪ s a n ɛ ɹ d ⋉
3822	d ɪ s ɪ n f ɛ k t	d ɪ s ɪ n f ɛ k t ə d	disinfect	disinfected	⋊ d ɪ s ɪ n f ɛ k t ⋉	⋊ d ɪ s ɪ n f ɛ k t ɪ d ⋉
3823	d ɪ s p oʊ ɹ t	d ɪ s p oʊ ɹ t ə d	disport	disported	⋊ d ɪ s p o ɹ t ⋉	⋊ d ɪ s p o ɹ t ɪ d ⋉
3824	d ɪ s t ə n s	d ɪ s t ə n s t	distance	distanced	⋊ d ɪ s t ə n s ⋉	⋊ d ɪ s t ə n s t ⋉
3825	ɛ g z ɪ t	ɛ g z ɪ t ə d	exit	exited	⋊ ɛ g z ɪ t ⋉	⋊ ɛ g z ɪ t ɪ d ⋉
3826	f l æ b ɚ g æ s t	f l æ b ɚ g æ s t ə d	flabbergast	flabbergasted	⋊ f l ɑ b ɛ ɹ g ɑ s t ⋉	⋊ f l ɑ b ɛ ɹ g ɑ s t ɪ d ⋉
3827	f l oʊ ɹ	f l oʊ ɹ d	floor	floored	⋊ f l o ɹ ⋉	⋊ f l o ɹ d ⋉
3828	f l aʊ n s	f l aʊ n s t	flounce	flounced	⋊ f l a ʊ n s ⋉	⋊ f l a ʊ n s t ⋉
3829	f oʊ ɹ d	f oʊ ɹ d ə d	ford	forded	⋊ f o ɹ d ⋉	⋊ f o ɹ d ɪ d ⋉
3830	f ɚ l	f ɚ l d	furl	furled	⋊ f ɛ ɹ l ⋉	⋊ f ɛ ɹ l d ⋉
3831	g ɹ æ n j ʊ l eɪ t	g ɹ æ n j ʊ l eɪ t ə d	granulate	granulated	⋊ g ɹ ɑ n j ʊ l e t ⋉	⋊ g ɹ ɑ n j ʊ l e t ɪ d ⋉
3832	g ɹ ʌ dʒ	g ɹ ʌ dʒ d	grudge	grudged	⋊ g ɹ ʌ d ʒ ⋉	⋊ g ɹ ʌ d ʒ d ⋉
3833	h æ m s t ɹ ɪ ŋ	h æ m s t ɹ ʌ ŋ	hamstring	hamstrung	⋊ h ɑ m s t ɹ ɪ ŋ ⋉	⋊ h ɑ m s t ɹ ʌ ŋ ⋉
3834	h a ɹ t ə n	h a ɹ t ə n d	hearten	heartened	⋊ h a ɹ t ə n ⋉	⋊ h a ɹ t ə n d ⋉
3835	h ɪ tʃ h aɪ k	h ɪ tʃ h aɪ k t	hitchhike	hitchhiked	⋊ h ɪ t ʃ h a ɪ k ⋉	⋊ h ɪ t ʃ h a ɪ k t ⋉
3836	h aɪ v	h aɪ v d	hive	hived	⋊ h a ɪ v ⋉	⋊ h a ɪ v d ⋉
3837	h oʊ n	h oʊ n d	hone	honed	⋊ h o n ⋉	⋊ h o n d ⋉
3838	ɪ n d ɛ k s	ɪ n d ɛ k s t	index	indexed	⋊ ɪ n d ɛ k s ⋉	⋊ ɪ n d ɛ k s t ⋉
3839	ɪ n t u ɪ t	ɪ n t u ɪ t ə d	intuit	intuited	⋊ ɪ n t u ɪ t ⋉	⋊ ɪ n t u ɪ t ɪ d ⋉
3840	dʒ a k i	dʒ a k i d	jockey	jockeyed	⋊ d ʒ a k i ⋉	⋊ d ʒ a k i d ⋉
3841	m ɪ m i ə g ɹ æ f	m ɪ m i ə g ɹ æ f t	mimeograph	mimeographed	⋊ m ɪ m i ə g ɹ ɑ f ⋉	⋊ m ɪ m i ə g ɹ ɑ f t ⋉
3842	m ɪ s b ɪ h eɪ v	m ɪ s b ɪ h eɪ v d	misbehave	misbehaved	⋊ m ɪ s b ɪ h e v ⋉	⋊ m ɪ s b ɪ h e v d ⋉
3843	m ɪ s t	m ɪ s t ə d	mist	misted	⋊ m ɪ s t ⋉	⋊ m ɪ s t ɪ d ⋉
3844	m a t ə l	m a t ə l d	mottle	mottled	⋊ m a t ə l ⋉	⋊ m a t ə l d ⋉
3845	n a tʃ	n a tʃ t	notch	notched	⋊ n a t ʃ ⋉	⋊ n a t ʃ t ⋉
3846	a b l ɪ g eɪ t	a b l ɪ g eɪ t ə d	obligate	obligated	⋊ a b l ɪ g e t ⋉	⋊ a b l ɪ g e t ɪ d ⋉
3847	p ɚ f ə ɹ eɪ t	p ɚ f ə ɹ eɪ t ə d	perforate	perforated	⋊ p ɛ ɹ f ə ɹ e t ⋉	⋊ p ɛ ɹ f ə ɹ e t ɪ d ⋉
3848	p ɪ ŋ	p ɪ ŋ d	ping	pinged	⋊ p ɪ ŋ ⋉	⋊ p ɪ ŋ d ⋉
3849	p l ʌ m ɪ t	p l ʌ m ɪ t ə d	plummet	plummetted	⋊ p l ʌ m ɪ t ⋉	⋊ p l ʌ m ɪ t ɪ d ⋉
3850	p a t	p a t ə d	pot	potted	⋊ p a t ⋉	⋊ p a t ɪ d ⋉
3851	p ɹ ə p oʊ ɹ ʃ ə n	p ɹ ə p oʊ ɹ ʃ ə n d	proportion	proportioned	⋊ p ɹ ə p o ɹ ʃ ə n ⋉	⋊ p ɹ ə p o ɹ ʃ ə n d ⋉
3852	p ɹ ɔ s ə l ɪ t aɪ z	p ɹ ɔ s ə l ɪ t aɪ z d	proselytize	proselytized	⋊ p ɹ ɔ s ə l ɪ t a ɪ z ⋉	⋊ p ɹ ɔ s ə l ɪ t a ɪ z d ⋉
3853	k w ɪ p	k w ɪ p t	quip	quipped	⋊ k w ɪ p ⋉	⋊ k w ɪ p t ⋉
3854	ɹ i l oʊ k eɪ t	ɹ i l oʊ k eɪ t ə d	relocate	relocated	⋊ ɹ i l o k e t ⋉	⋊ ɹ i l o k e t ɪ d ⋉
3855	ɹ i j u z	ɹ i j u z d	reuse	reused	⋊ ɹ i j u z ⋉	⋊ ɹ i j u z d ⋉
3856	ɹ i v æ l j u	ɹ i v æ l j u d	revalue	revalued	⋊ ɹ i v ɑ l j u ⋉	⋊ ɹ i v ɑ l j u d ⋉
3857	ɹ u m ɪ n eɪ t	ɹ u m ɪ n eɪ t ə d	ruminate	ruminated	⋊ ɹ u m ɪ n e t ⋉	⋊ ɹ u m ɪ n e t ɪ d ⋉
3858	s eɪ t	s eɪ t ə d	sate	sated	⋊ s e t ⋉	⋊ s e t ɪ d ⋉
3859	s aɪ ð	s aɪ ð d	scythe	scythed	⋊ s a ɪ ð ⋉	⋊ s a ɪ ð d ⋉
3860	s ɛ k ə n d	s ɛ k ə n d ə d	second	seconded	⋊ s ɛ k ə n d ⋉	⋊ s ɛ k ə n d ɪ d ⋉
3861	s ɛ n s ɪ t aɪ z	s ɛ n s ɪ t aɪ z d	sensitize	sensitized	⋊ s ɛ n s ɪ t a ɪ z ⋉	⋊ s ɛ n s ɪ t a ɪ z d ⋉
3862	ʃ ɪ p ɹ ɛ k	ʃ ɪ p ɹ ɛ k t	shipwreck	shipwrecked	⋊ ʃ ɪ p ɹ ɛ k ⋉	⋊ ʃ ɪ p ɹ ɛ k t ⋉
3863	s l ɪ m	s l ɪ m d	slim	slimmed	⋊ s l ɪ m ⋉	⋊ s l ɪ m d ⋉
3864	s n æ g	s n æ g d	snag	snagged	⋊ s n ɑ g ⋉	⋊ s n ɑ g d ⋉
3865	s n oʊ b ɔ l	s n oʊ b ɔ l d	snowball	snowballed	⋊ s n o b ɔ l ⋉	⋊ s n o b ɔ l d ⋉
3866	s a ɹ oʊ	s a ɹ oʊ d	sorrow	sorrowed	⋊ s a ɹ o ⋉	⋊ s a ɹ o d ⋉
3867	s p i ɹ ɪ t	s p i ɹ ɪ t ə d	spirit	spirited	⋊ s p i ɹ ɪ t ⋉	⋊ s p i ɹ ɪ t ɪ d ⋉
3868	s t ɹ eɪ f	s t ɹ eɪ f t	strafe	strafed	⋊ s t ɹ e f ⋉	⋊ s t ɹ e f t ⋉
3869	s t ɹ ʌ m	s t ɹ ʌ m d	strum	strummed	⋊ s t ɹ ʌ m ⋉	⋊ s t ɹ ʌ m d ⋉
3870	s ʌ l i	s ʌ l i d	sully	sullied	⋊ s ʌ l i ⋉	⋊ s ʌ l i d ⋉
3871	s w ɪ n d ə l	s w ɪ n d ə l d	swindle	swindled	⋊ s w ɪ n d ə l ⋉	⋊ s w ɪ n d ə l d ⋉
3872	t ɛ n d ɚ	t ɛ n d ɚ d	tender	tendered	⋊ t ɛ n d ɛ ɹ ⋉	⋊ t ɛ n d ɛ ɹ d ⋉
3873	t ɹ aʊ n s	t ɹ aʊ n s t	trounce	trounced	⋊ t ɹ a ʊ n s ⋉	⋊ t ɹ a ʊ n s t ⋉
3874	t ɹ ʌ ŋ k eɪ t	t ɹ ʌ ŋ k eɪ t ə d	truncate	truncated	⋊ t ɹ ʌ ŋ k e t ⋉	⋊ t ɹ ʌ ŋ k e t ɪ d ⋉
3875	j u n j ə n aɪ z	j u n j ə n aɪ z d	unionize	unionized	⋊ j u n j ə n a ɪ z ⋉	⋊ j u n j ə n a ɪ z d ⋉
3876	ʌ n t æ ŋ g ə l	ʌ n t æ ŋ g ə l d	untangle	untangled	⋊ ʌ n t ɑ ŋ g ə l ⋉	⋊ ʌ n t ɑ ŋ g ə l d ⋉
3877	v ɚ b ə l aɪ z	v ɚ b ə l aɪ z d	verbalize	verbalized	⋊ v ɛ ɹ b ə l a ɪ z ⋉	⋊ v ɛ ɹ b ə l a ɪ z d ⋉
3878	w æ ŋ g ə l	w æ ŋ g ə l d	wangle	wangled	⋊ w ɑ ŋ g ə l ⋉	⋊ w ɑ ŋ g ə l d ⋉
3879	w ɪ n t ɚ	w ɪ n t ɚ d	winter	wintered	⋊ w ɪ n t ɛ ɹ ⋉	⋊ w ɪ n t ɛ ɹ d ⋉
3880	j æ p	j æ p t	yap	yapped	⋊ j ɑ p ⋉	⋊ j ɑ p t ⋉
3881	æ d ə l	æ d ə l d	addle	addled	⋊ ɑ d ə l ⋉	⋊ ɑ d ə l d ⋉
3882	ə p ɛ n d	ə p ɛ n d ə d	append	appended	⋊ ə p ɛ n d ⋉	⋊ ə p ɛ n d ɪ d ⋉
3883	ə p ɹ aɪ z	ə p ɹ aɪ z d	apprise	apprised	⋊ ə p ɹ a ɪ z ⋉	⋊ ə p ɹ a ɪ z d ⋉
3884	b ɪ f ʌ d ə l	b ɪ f ʌ d ə l d	befuddle	befuddled	⋊ b ɪ f ʌ d ə l ⋉	⋊ b ɪ f ʌ d ə l d ⋉
3885	b ɛ l	b ɛ l d	bell		⋊ b ɛ l ⋉	⋊ b ɛ l d ⋉
3886	b l a k eɪ d	b l a k eɪ d ə d	blockade	blockaded	⋊ b l a k e d ⋉	⋊ b l a k e d ɪ d ⋉
3887	b l ʌ dʒ ə n	b l ʌ dʒ ə n d	bludgeon	bludgeoned	⋊ b l ʌ d ʒ ə n ⋉	⋊ b l ʌ d ʒ ə n d ⋉
3888	b ɹ u t ə l aɪ z	b ɹ u t ə l aɪ z d	brutalize	brutalized	⋊ b ɹ u t ə l a ɪ z ⋉	⋊ b ɹ u t ə l a ɪ z d ⋉
3889	tʃ i k	tʃ i k t	cheek	cheeked	⋊ t ʃ i k ⋉	⋊ t ʃ i k t ⋉
3890	k l æ k	k l æ k t	clack	clacked	⋊ k l ɑ k ⋉	⋊ k l ɑ k t ⋉
3891	k ɹ eɪ t	k ɹ eɪ t ə d	crate	crated	⋊ k ɹ e t ⋉	⋊ k ɹ e t ɪ d ⋉
3892	k ɹ ʊ k	k ɹ ʊ k t	crook	crooked	⋊ k ɹ ʊ k ⋉	⋊ k ɹ ʊ k t ⋉
3893	d ɔ b	d ɔ b d	daub	daubed	⋊ d ɔ b ⋉	⋊ d ɔ b d ⋉
3894	d ɪ p ɹ i ʃ i eɪ t	d ɪ p ɹ i ʃ i eɪ t ə d	depreciate	depreciated	⋊ d ɪ p ɹ i ʃ i e t ⋉	⋊ d ɪ p ɹ i ʃ i e t ɪ d ⋉
3895	d ɪ s ə s oʊ s i eɪ t	d ɪ s ə s oʊ s i eɪ t ə d	disassociate	disassociated	⋊ d ɪ s ə s o s i e t ⋉	⋊ d ɪ s ə s o s i e t ɪ d ⋉
3896	d ɪ s p ə z ɛ s	d ɪ s p ə z ɛ s t	dispossess	dispossessed	⋊ d ɪ s p ə z ɛ s ⋉	⋊ d ɪ s p ə z ɛ s t ⋉
3897	d ʌ ŋ k	d ʌ ŋ k t	dunk	dunked	⋊ d ʌ ŋ k ⋉	⋊ d ʌ ŋ k t ⋉
3898	d aɪ n ə m aɪ t	d aɪ n ə m aɪ t ə d	dynamite	dynamited	⋊ d a ɪ n ə m a ɪ t ⋉	⋊ d a ɪ n ə m a ɪ t ɪ d ⋉
3899	ɛ l b oʊ	ɛ l b oʊ d	elbow	elbowed	⋊ ɛ l b o ⋉	⋊ ɛ l b o d ⋉
3900	ɪ l ɛ k t ɹ ə k j u t	ɪ l ɛ k t ɹ ə k j u t ə d	electrocute	electrocuted	⋊ ɪ l ɛ k t ɹ ə k j u t ⋉	⋊ ɪ l ɛ k t ɹ ə k j u t ɪ d ⋉
3901	ɪ n t ɹ ɛ n tʃ	ɪ n t ɹ ɛ n tʃ t	entrench	entrenched	⋊ ɪ n t ɹ ɛ n t ʃ ⋉	⋊ ɪ n t ɹ ɛ n t ʃ t ⋉
3902	ɛ g z u m	ɛ g z u m d	exhume	exhumed	⋊ ɛ g z u m ⋉	⋊ ɛ g z u m d ⋉
3903	f eɪ n t	f eɪ n t ə d	feint	feinted	⋊ f e n t ⋉	⋊ f e n t ɪ d ⋉
3904	f ɪ l tʃ	f ɪ l tʃ t	filch	filched	⋊ f ɪ l t ʃ ⋉	⋊ f ɪ l t ʃ t ⋉
3905	f ɪ ŋ g ɚ p ɹ ɪ n t	f ɪ ŋ g ɚ p ɹ ɪ n t ə d	fingerprint	fingerprinted	⋊ f ɪ ŋ g ɛ ɹ p ɹ ɪ n t ⋉	⋊ f ɪ ŋ g ɛ ɹ p ɹ ɪ n t ɪ d ⋉
3906	f oʊ ɹ b eɪ ɹ	f oʊ ɹ b oʊ ɹ	forbear	forbore	⋊ f o ɹ b e ɹ ⋉	⋊ f o ɹ b o ɹ ⋉
3907	g ɔ l	g ɔ l d	gall	galled	⋊ g ɔ l ⋉	⋊ g ɔ l d ⋉
3908	g æ ʃ	g æ ʃ t	gash	gashed	⋊ g ɑ ʃ ⋉	⋊ g ɑ ʃ t ⋉
3909	g oʊ s t	g oʊ s t ə d	ghost	ghosted	⋊ g o s t ⋉	⋊ g o s t ɪ d ⋉
3910	g ʌ t ɚ	g ʌ t ɚ d	gutter	guttered	⋊ g ʌ t ɛ ɹ ⋉	⋊ g ʌ t ɛ ɹ d ⋉
3911	h oʊ s t	h oʊ s t ə d	host	hosted	⋊ h o s t ⋉	⋊ h o s t ɪ d ⋉
3912	h ʌ f	h ʌ f t	huff	huffed	⋊ h ʌ f ⋉	⋊ h ʌ f t ⋉
3913	h ʌ z b ə n d	h ʌ z b ə n d ə d	husband	husbanded	⋊ h ʌ z b ə n d ⋉	⋊ h ʌ z b ə n d ɪ d ⋉
3914	ɪ n s ɪ n ə ɹ eɪ t	ɪ n s ɪ n ə ɹ eɪ t ə d	incinerate	incinerated	⋊ ɪ n s ɪ n ə ɹ e t ⋉	⋊ ɪ n s ɪ n ə ɹ e t ɪ d ⋉
3915	ɪ n dʒ ɛ s t	ɪ n dʒ ɛ s t ə d	ingest	ingested	⋊ ɪ n d ʒ ɛ s t ⋉	⋊ ɪ n d ʒ ɛ s t ɪ d ⋉
3916	m eɪ ɹ ɪ n eɪ t	m eɪ ɹ ɪ n eɪ t ə d	marinate	marinated	⋊ m e ɹ ɪ n e t ⋉	⋊ m e ɹ ɪ n e t ɪ d ⋉
3917	m æ s t ɚ m aɪ n d	m æ s t ɚ m aɪ n d ə d	mastermind	masterminded	⋊ m ɑ s t ɛ ɹ m a ɪ n d ⋉	⋊ m ɑ s t ɛ ɹ m a ɪ n d ɪ d ⋉
3918	m oʊ l d ɚ	m oʊ l d ɚ d	moulder	mouldered	⋊ m o l d ɛ ɹ ⋉	⋊ m o l d ɛ ɹ d ⋉
3919	m oʊ l t	m oʊ l t ə d	moult	moulted	⋊ m o l t ⋉	⋊ m o l t ɪ d ⋉
3920	oʊ p aɪ n	oʊ p aɪ n d	opine	opined	⋊ o p a ɪ n ⋉	⋊ o p a ɪ n d ⋉
3921	p ɚ dʒ ɚ	p ɚ dʒ ɚ d	perjure	perjured	⋊ p ɛ ɹ d ʒ ɛ ɹ ⋉	⋊ p ɛ ɹ d ʒ ɛ ɹ d ⋉
3922	p ɹ oʊ s k ɹ aɪ b	p ɹ oʊ s k ɹ aɪ b d	proscribe	proscribed	⋊ p ɹ o s k ɹ a ɪ b ⋉	⋊ p ɹ o s k ɹ a ɪ b d ⋉
3923	ɹ eɪ z	ɹ eɪ z d	raze	razed	⋊ ɹ e z ⋉	⋊ ɹ e z d ⋉
3924	ɹ ɪ k æ n t	ɹ ɪ k æ n t ə d	recant	recanted	⋊ ɹ ɪ k ɑ n t ⋉	⋊ ɹ ɪ k ɑ n t ɪ d ⋉
