lemma_ipa	past_ipa	celex_freq	lemma_orth	past_orth	past_type	past_type2	notes	lemma_unicode	past_unicode
ɪ l ˈɛ k t ɹ ə k j u t	ɪ l ˈɛ k t ɹ ə k j u t ɨ d	14	electrocute	electrocuted	∅ -> ɨ d	regular	NA	ɪlˈɛktɹəkjut	ɪlˈɛktɹəkjutɨd
ɪ n dʒ ˈɛ s t	ɪ n dʒ ˈɛ s t ɨ d	14	ingest	ingested	∅ -> ɨ d	regular	NA	ɪnJˈɛst	ɪnJˈɛstɨd
ɪ n s ˈɪ n ə ɹ eɪ t	ɪ n s ˈɪ n ə ɹ eɪ t ɨ d	14	incinerate	incinerated	∅ -> ɨ d	regular	NA	ɪnsˈɪnəɹet	ɪnsˈɪnəɹetɨd
ɪ n t ɹ ˈɛ n tʃ	ɪ n t ɹ ˈɛ n tʃ t	14	entrench	entrenched	∅ -> t	regular	NA	ɪntɹˈɛnC	ɪntɹˈɛnCt
k l ˈæ k	k l ˈæ k t	14	clack	clacked	∅ -> t	regular	NA	klˈæk	klˈækt
k ɹ ˈeɪ t	k ɹ ˈeɪ t ɨ d	14	crate	crated	∅ -> ɨ d	regular	NA	kɹˈet	kɹˈetɨd
k ɹ ˈʊ k	k ɹ ˈʊ k t	14	crook	crooked	∅ -> t	regular	NA	kɹˈʊk	kɹˈʊkt
m ˈæ s t ɚ m aɪ n d	m ˈæ s t ɚ m aɪ n d ɨ d	14	mastermind	masterminded	∅ -> ɨ d	regular	NA	mˈæstɚmYnd	mˈæstɚmYndɨd
m ˈeɪ ɹ ɪ n eɪ t	m ˈeɪ ɹ ɪ n eɪ t ɨ d	14	marinate	marinated	∅ -> ɨ d	regular	NA	mˈeɹɪnet	mˈeɹɪnetɨd
m ˈoʊ l d ɚ	m ˈoʊ l d ɚ d	14	moulder	mouldered	∅ -> d	regular	NA	mˈoldɚ	mˈoldɚd
m ˈoʊ l t	m ˈoʊ l t ɨ d	14	moult	moulted	∅ -> ɨ d	regular	NA	mˈolt	mˈoltɨd
oʊ p ˈaɪ n	oʊ p ˈaɪ n d	14	opine	opined	∅ -> d	regular	NA	opˈYn	opˈYnd
p ˈɝ dʒ ɚ	p ˈɝ dʒ ɚ d	14	perjure	perjured	∅ -> d	regular	NA	pˈɝJɚ	pˈɝJɚd
p ɹ oʊ s k ɹ ˈaɪ b	p ɹ oʊ s k ɹ ˈaɪ b d	14	proscribe	proscribed	∅ -> d	regular	NA	pɹoskɹˈYb	pɹoskɹˈYbd
ɹ ˈeɪ z	ɹ ˈeɪ z d	14	raze	razed	∅ -> d	regular	NA	ɹˈez	ɹˈezd
ɹ i d ˈɛ k ə ɹ eɪ t	ɹ i d ˈɛ k ə ɹ eɪ t ɨ d	14	redecorate	redecorated	∅ -> ɨ d	regular	NA	ɹidˈɛkəɹet	ɹidˈɛkəɹetɨd
ɹ i p ˈeɪ t ɹ i eɪ t	ɹ i p ˈeɪ t ɹ i eɪ t ɨ d	14	repatriate	repatriated	∅ -> ɨ d	regular	NA	ɹipˈetɹiet	ɹipˈetɹietɨd
ɹ ɪ k ˈæ n t	ɹ ɪ k ˈæ n t ɨ d	14	recant	recanted	∅ -> ɨ d	regular	NA	ɹɪkˈænt	ɹɪkˈæntɨd
ɹ ɪ m ˈɪ t	ɹ ɪ m ˈɪ t ɨ d	14	remit	remitted	∅ -> ɨ d	regular	NA	ɹɪmˈɪt	ɹɪmˈɪtɨd
ɹ ʌ b ɚ s t ˈæ m p	ɹ ʌ b ɚ s t ˈæ m p t	14	rubber-stamp	rubber-stamped	∅ -> t	regular	NA	ɹʌbɚstˈæmp	ɹʌbɚstˈæmpt
s ˈeɪ ʃ i eɪ t	s ˈeɪ ʃ i eɪ t ɨ d	14	satiate	satiated	∅ -> ɨ d	regular	NA	sˈeʃiet	sˈeʃietɨd
s ˈɪ s t ɪ m ə t aɪ z	s ˈɪ s t ɪ m ə t aɪ z d	14	systematize	systematized	∅ -> d	regular	NA	sˈɪstɪmətYz	sˈɪstɪmətYzd
s ə p ˈi n ə	s ə p ˈi n ə d	14	subpoena	subpoenaed	∅ -> d	regular	NA	səpˈinə	səpˈinəd
s ɪ s ˈi d	s ɪ s ˈi d ɨ d	14	secede	seceded	∅ -> ɨ d	regular	NA	sɪsˈid	sɪsˈidɨd
s k ɹ ˈʌ n tʃ	s k ɹ ˈʌ n tʃ t	14	scrunch	scrunched	∅ -> t	regular	NA	skɹˈʌnC	skɹˈʌnCt
s n ˈu z	s n ˈu z d	14	snooze	snoozed	∅ -> d	regular	NA	snˈuz	snˈuzd
s n ˈʌ f ə l	s n ˈʌ f ə l d	14	snuffle	snuffled	∅ -> d	regular	NA	snˈʌfəl	snˈʌfəld
s t ˈoʊ n w ɔ l	s t ˈoʊ n w ɔ l d	14	stonewall	stonewalled	∅ -> d	regular	NA	stˈonwɔl	stˈonwɔld
s t ˈɔ n tʃ	s t ˈɔ n tʃ t	14	staunch	staunched	∅ -> t	regular	NA	stˈɔnC	stˈɔnCt
s w ˈa d ə l	s w ˈa d ə l d	14	swaddle	swaddled	∅ -> d	regular	NA	swˈadəl	swˈadəld
ʃ ˈʊ g ɚ	ʃ ˈʊ g ɚ d	14	sugar	sugared	∅ -> d	regular	NA	ʃˈʊgɚ	ʃˈʊgɚd
t ˈɛ l ɛ k s	t ˈɛ l ɛ k s t	14	telex	telexed	∅ -> t	regular	NA	tˈɛlɛks	tˈɛlɛkst
t ɹ ˈɪ l	t ɹ ˈɪ l d	14	trill	trilled	∅ -> d	regular	NA	tɹˈɪl	tɹˈɪld
tʃ ˈi k	tʃ ˈi k t	14	cheek	cheeked	∅ -> t	regular	NA	Cˈik	Cˈikt
v ˈeɪ p ə ɹ aɪ z	v ˈeɪ p ə ɹ aɪ z d	14	vaporize	vaporized	∅ -> d	regular	NA	vˈepəɹYz	vˈepəɹYzd
v ˈɛ n ə ɹ eɪ t	v ˈɛ n ə ɹ eɪ t ɨ d	14	venerate	venerated	∅ -> ɨ d	regular	NA	vˈɛnəɹet	vˈɛnəɹetɨd
ʌ n b ˈaɪ n d	ʌ n b ˈaʊ n d	14	unbind	unbound	aɪ -> aʊ	irregular	NA	ʌnbˈYnd	ʌnbˈWnd
ʌ n l ˈɝ n	ʌ n l ˈɝ n d	14	unlearn	unlearned	∅ -> d	regular	NA	ʌnlˈɝn	ʌnlˈɝnd
w ˈɛ d	w ˈɛ d ɨ d	14	wed	wedded	∅ -> ɨ d	regular	NA	wˈɛd	wˈɛdɨd
ˈeɪ ɹ ə g eɪ t	ˈeɪ ɹ ə g eɪ t ɨ d	13	arrogate	arrogated	∅ -> ɨ d	regular	NA	ˈeɹəget	ˈeɹəgetɨd
b ˈæ k t ɹ æ k	b ˈæ k t ɹ æ k t	13	backtrack	backtracked	∅ -> t	regular	NA	bˈæktɹæk	bˈæktɹækt
b ˈaɪ d	b ˈaɪ d ɨ d	13	bide	bided	∅ -> ɨ d	regular	NA	bˈYd	bˈYdɨd
d ˈɛ s ə l eɪ t	d ˈɛ s ə l eɪ t ɨ d	13	desolate	desolated	∅ -> ɨ d	regular	NA	dˈɛsəlet	dˈɛsəletɨd
dʒ ˈɔɪ n t	dʒ ˈɔɪ n t ɨ d	13	joint	jointed	∅ -> ɨ d	regular	NA	JˈOnt	JˈOntɨd
ə b t ɹ ˈu d	ə b t ɹ ˈu d ɨ d	13	obtrude	obtruded	∅ -> ɨ d	regular	NA	əbtɹˈud	əbtɹˈudɨd
ə dʒ ˈu d ɪ k eɪ t	ə dʒ ˈu d ɪ k eɪ t ɨ d	13	adjudicate	adjudicated	∅ -> ɨ d	regular	NA	əJˈudɪket	əJˈudɪketɨd
ə p ˈoʊ ɹ ʃ ə n	ə p ˈoʊ ɹ ʃ ə n d	13	apportion	apportioned	∅ -> d	regular	NA	əpˈoɹʃən	əpˈoɹʃənd
f oʊ ɹ k l ˈoʊ z	f oʊ ɹ k l ˈoʊ z d	13	foreclose	foreclosed	∅ -> d	regular	NA	foɹklˈoz	foɹklˈozd
h ˈoʊ z	h ˈoʊ z d	13	hose	hosed	∅ -> d	regular	NA	hˈoz	hˈozd
ɪ f ˈeɪ s	ɪ f ˈeɪ s t	13	efface	effaced	∅ -> t	regular	NA	ɪfˈes	ɪfˈest
ɪ n f ˈi b ə l	ɪ n f ˈi b ə l d	13	enfeeble	enfeebled	∅ -> d	regular	NA	ɪnfˈibəl	ɪnfˈibəld
k ˈa ɹ p	k ˈa ɹ p t	13	carp	carped	∅ -> t	regular	NA	kˈaɹp	kˈaɹpt
k ˈæ v	k ˈæ v d	13	calve	calved	∅ -> d	regular	NA	kˈæv	kˈævd
k ˈaʊ n t ə ɹ ə t æ k	k ˈaʊ n t ə ɹ ə t æ k t	13	counterattack	counterattacked	∅ -> t	regular	NA	kˈWntəɹətæk	kˈWntəɹətækt
k ˈɔ	k ˈɔ d	13	caw	cawed	∅ -> d	regular	NA	kˈɔ	kˈɔd
k a m p a ɹ t m ˈɛ n t ə l aɪ z	k a m p a ɹ t m ˈɛ n t ə l aɪ z d	13	compartmentalize	compartmentalized	∅ -> d	regular	NA	kampaɹtmˈɛntəlYz	kampaɹtmˈɛntəlYzd
k ə m j ˈu n	k ə m j ˈu n d	13	commune	communed	∅ -> d	regular	NA	kəmjˈun	kəmjˈund
k ɹ ɔ s ɪ g z ˈæ m ɪ n	k ɹ ɔ s ɪ g z ˈæ m ɪ n d	13	cross-examine	cross-examined	∅ -> d	regular	NA	kɹɔsɪgzˈæmɪn	kɹɔsɪgzˈæmɪnd
k w ˈɪ z	k w ˈɪ z d	13	quiz	quizzed	∅ -> d	regular	NA	kwˈɪz	kwˈɪzd
l ˈɪ b ɚ ə l aɪ z	l ˈɪ b ɚ ə l aɪ z d	13	liberalize	liberalized	∅ -> d	regular	NA	lˈɪbɚəlYz	lˈɪbɚəlYzd
m ˈu	m ˈu d	13	moo	mooed	∅ -> d	regular	NA	mˈu	mˈud
m æ l t ɹ ˈi t	m æ l t ɹ ˈi t ɨ d	13	maltreat	maltreated	∅ -> ɨ d	regular	NA	mæltɹˈit	mæltɹˈitɨd
m ə ʃ ˈi n	m ə ʃ ˈi n d	13	machine	machined	∅ -> d	regular	NA	məʃˈin	məʃˈind
m ɪ s k ˈeɪ ɹ i	m ɪ s k ˈeɪ ɹ i d	13	miscarry	miscarried	∅ -> d	regular	NA	mɪskˈeɹi	mɪskˈeɹid
m j ˈu t eɪ t	m j ˈu t eɪ t ɨ d	13	mutate	mutated	∅ -> ɨ d	regular	NA	mjˈutet	mjˈutetɨd
n ˈeɪ ɹ eɪ t	n ˈeɪ ɹ eɪ t ɨ d	13	narrate	narrated	∅ -> ɨ d	regular	NA	nˈeɹet	nˈeɹetɨd
n ˈɪ g ə l	n ˈɪ g ə l d	13	niggle	niggled	∅ -> d	regular	NA	nˈɪgəl	nˈɪgəld
p ˈeɪ ɹ ə f ɹ eɪ z	p ˈeɪ ɹ ə f ɹ eɪ z d	13	paraphrase	paraphrased	∅ -> d	regular	NA	pˈeɹəfɹez	pˈeɹəfɹezd
p ɹ ˈɔ s t ɪ t u t	p ɹ ˈɔ s t ɪ t u t ɨ d	13	prostitute	prostituted	∅ -> ɨ d	regular	NA	pɹˈɔstɪtut	pɹˈɔstɪtutɨd
p ɹ a p ə z ˈɪ ʃ ə n	p ɹ a p ə z ˈɪ ʃ ə n d	13	proposition	propositioned	∅ -> d	regular	NA	pɹapəzˈɪʃən	pɹapəzˈɪʃənd
ɹ i ˈa ɹ m	ɹ i ˈa ɹ m d	13	rearm	rearmed	∅ -> d	regular	NA	ɹiˈaɹm	ɹiˈaɹmd
ɹ i f ˈɪ t	ɹ i f ˈɪ t ɨ d	13	refit	refitted	∅ -> ɨ d	regular	NA	ɹifˈɪt	ɹifˈɪtɨd
ɹ i f l ˈeɪ t	ɹ i f l ˈeɪ t ɨ d	13	reflate	reflated	∅ -> ɨ d	regular	NA	ɹiflˈet	ɹiflˈetɨd
ɹ i s ˈɝ f ɪ s	ɹ i s ˈɝ f ɪ s t	13	resurface	resurfaced	∅ -> t	regular	NA	ɹisˈɝfɪs	ɹisˈɝfɪst
ɹ i t ˈɛ l	ɹ i t ˈoʊ l d	13	retell	retold	ɛ l -> oʊ l d	irregular	NA	ɹitˈɛl	ɹitˈold
ɹ i v ˈæ m p	ɹ i v ˈæ m p t	13	revamp	revamped	∅ -> t	regular	NA	ɹivˈæmp	ɹivˈæmpt
ɹ i v ˈɪ v ɪ f aɪ	ɹ i v ˈɪ v ɪ f aɪ d	13	revivify	revivified	∅ -> d	regular	NA	ɹivˈɪvɪfY	ɹivˈɪvɪfYd
s ˈa k	s ˈa k t	13	sock	socked	∅ -> t	regular	NA	sˈak	sˈakt
s k ˈa tʃ	s k ˈa tʃ t	13	scotch	scotched	∅ -> t	regular	NA	skˈaC	skˈaCt
s k ˈɝ dʒ	s k ˈɝ dʒ d	13	scourge	scourged	∅ -> d	regular	NA	skˈɝJ	skˈɝJd
s k ˈɝ m ɪ ʃ	s k ˈɝ m ɪ ʃ t	13	skirmish	skirmished	∅ -> t	regular	NA	skˈɝmɪʃ	skˈɝmɪʃt
s n ˈu p	s n ˈu p t	13	snoop	snooped	∅ -> t	regular	NA	snˈup	snˈupt
s t ɹ ˈæ n d	s t ɹ ˈæ n d ɨ d	13	strand	stranded	∅ -> ɨ d	regular	NA	stɹˈænd	stɹˈændɨd
s w ˈaɪ p	s w ˈaɪ p t	13	swipe	swiped	∅ -> t	regular	NA	swˈYp	swˈYpt
t ɹ ˈæ ŋ k w ɪ l aɪ z	t ɹ ˈæ ŋ k w ɪ l aɪ z d	13	tranquillize	tranquillized	∅ -> d	regular	NA	tɹˈæŋkwɪlYz	tɹˈæŋkwɪlYzd
t ɹ ˈeɪ p s	t ɹ ˈeɪ p s t	13	traipse	traipsed	∅ -> t	regular	NA	tɹˈeps	tɹˈepst
tʃ ˈæ f	tʃ ˈæ f t	13	chaff	chaffed	∅ -> t	regular	NA	Cˈæf	Cˈæft
v ˈæ n d ə l aɪ z	v ˈæ n d ə l aɪ z d	13	vandalize	vandalized	∅ -> d	regular	NA	vˈændəlYz	vˈændəlYzd
ˈæ b ɹ ə g eɪ t	ˈæ b ɹ ə g eɪ t ɨ d	12	abrogate	abrogated	∅ -> ɨ d	regular	NA	ˈæbɹəget	ˈæbɹəgetɨd
ˈæ g ɹ ɪ g eɪ t	ˈæ g ɹ ɪ g eɪ t ɨ d	12	aggregate	aggregated	∅ -> ɨ d	regular	NA	ˈægɹɪget	ˈægɹɪgetɨd
ˈæ ŋ g l ɪ s aɪ z	ˈæ ŋ g l ɪ s aɪ z d	12	anglicize	anglicized	∅ -> d	regular	NA	ˈæŋglɪsYz	ˈæŋglɪsYzd
ˈɛ d ɪ f aɪ	ˈɛ d ɪ f aɪ d	12	edify	edified	∅ -> d	regular	NA	ˈɛdɪfY	ˈɛdɪfYd
ˈɛ k s ɹ eɪ	ˈɛ k s ɹ eɪ d	12	x-ray	x-rayed	∅ -> d	regular	NA	ˈɛksɹe	ˈɛksɹed
ˈɛ n ɚ v eɪ t	ˈɛ n ɚ v eɪ t ɨ d	12	enervate	enervated	∅ -> ɨ d	regular	NA	ˈɛnɚvet	ˈɛnɚvetɨd
ˈɪ m j ʊ n aɪ z	ˈɪ m j ʊ n aɪ z d	12	immunize	immunized	∅ -> d	regular	NA	ˈɪmjʊnYz	ˈɪmjʊnYzd
ˈʌ n d ɚ s t ʌ d i	ˈʌ n d ɚ s t ʌ d i d	12	understudy	understudied	∅ -> d	regular	NA	ˈʌndɚstʌdi	ˈʌndɚstʌdid
b ˈa p	b ˈa p t	12	bop	bopped	∅ -> t	regular	NA	bˈap	bˈapt
b ˈɝ p	b ˈɝ p t	12	burp	burped	∅ -> t	regular	NA	bˈɝp	bˈɝpt
b ˈɔɪ	b ˈɔɪ d	12	buoy	buoyed	∅ -> d	regular	NA	bˈO	bˈOd
b l ˈoʊ t	b l ˈoʊ t ɨ d	12	bloat	bloated	∅ -> ɨ d	regular	NA	blˈot	blˈotɨd
d i k ˈa l ə n aɪ z	d i k ˈa l ə n aɪ z d	12	decolonize	decolonized	∅ -> d	regular	NA	dikˈalənYz	dikˈalənYzd
d ɪ s ˈoʊ ɹ i ə n t eɪ t	d ɪ s ˈoʊ ɹ i ə n t eɪ t ɨ d	12	disorientate	disorientated	∅ -> ɨ d	regular	NA	dɪsˈoɹiəntet	dɪsˈoɹiəntetɨd
d ɪ s ə l ˈaʊ	d ɪ s ə l ˈaʊ d	12	disallow	disallowed	∅ -> d	regular	NA	dɪsəlˈW	dɪsəlˈWd
d ɹ ˈæ t	d ɹ ˈæ t ɨ d	12	drat	dratted	∅ -> ɨ d	regular	NA	dɹˈæt	dɹˈætɨd
dʒ ˈa g ə l	dʒ ˈa g ə l d	12	joggle	joggled	∅ -> d	regular	NA	Jˈagəl	Jˈagəld
dʒ ˈaɪ ɹ eɪ t	dʒ ˈaɪ ɹ eɪ t ɨ d	12	gyrate	gyrated	∅ -> ɨ d	regular	NA	JˈYɹet	JˈYɹetɨd
dʒ ˈɛ n j u f l ɛ k t	dʒ ˈɛ n j u f l ɛ k t ɨ d	12	genuflect	genuflected	∅ -> ɨ d	regular	NA	Jˈɛnjuflɛkt	Jˈɛnjuflɛktɨd
ə dʒ ˈu ɹ	ə dʒ ˈu ɹ d	12	adjure	adjured	∅ -> d	regular	NA	əJˈuɹ	əJˈuɹd
ə n ˈʌ l	ə n ˈʌ l d	12	annul	annulled	∅ -> d	regular	NA	ənˈʌl	ənˈʌld
ə v ˈaʊ	ə v ˈaʊ d	12	avow	avowed	∅ -> d	regular	NA	əvˈW	əvˈWd
f ˈɝ m	f ˈɝ m d	12	firm	firmed	∅ -> d	regular	NA	fˈɝm	fˈɝmd
f ˈoʊ t oʊ k a p i	f ˈoʊ t oʊ k a p i d	12	photocopy	photocopied	∅ -> d	regular	NA	fˈotokapi	fˈotokapid
f oʊ ɹ ʃ ˈoʊ ɹ t ə n	f oʊ ɹ ʃ ˈoʊ ɹ t ə n d	12	foreshorten	foreshortened	∅ -> d	regular	NA	foɹʃˈoɹtən	foɹʃˈoɹtənd
g ˈu f	g ˈu f t	12	goof	goofed	∅ -> t	regular	NA	gˈuf	gˈuft
g ɹ ˈaɪ p	g ɹ ˈaɪ p t	12	gripe	griped	∅ -> t	regular	NA	gɹˈYp	gɹˈYpt
h ˈoʊ m	h ˈoʊ m d	12	home	homed	∅ -> d	regular	NA	hˈom	hˈomd
ɪ k w ˈɪ v ə k eɪ t	ɪ k w ˈɪ v ə k eɪ t ɨ d	12	equivocate	equivocated	∅ -> ɨ d	regular	NA	ɪkwˈɪvəket	ɪkwˈɪvəketɨd
ɪ m p ˈæ k t	ɪ m p ˈæ k t ɨ d	12	impact	impacted	∅ -> ɨ d	regular	NA	ɪmpˈækt	ɪmpˈæktɨd
ɪ n t ɚ n ˈæ ʃ ə n ə l aɪ z	ɪ n t ɚ n ˈæ ʃ ə n ə l aɪ z d	12	internationalize	internationalized	∅ -> d	regular	NA	ɪntɚnˈæʃənəlYz	ɪntɚnˈæʃənəlYzd
ɪ n t ɹ ˈi t	ɪ n t ɹ ˈi t ɨ d	12	entreat	entreated	∅ -> ɨ d	regular	NA	ɪntɹˈit	ɪntɹˈitɨd
k eɪ ˈoʊ	k eɪ ˈoʊ d	12	KO	KO'd	∅ -> d	regular	NA	keˈo	keˈod
k ɹ ˈæ f t	k ɹ ˈæ f t ɨ d	12	craft	crafted	∅ -> ɨ d	regular	NA	kɹˈæft	kɹˈæftɨd
k ɹ ˈæ p	k ɹ ˈæ p t	12	crap	crapped	∅ -> t	regular	NA	kɹˈæp	kɹˈæpt
l ˈaɪ m	l ˈaɪ m d	12	lime	limed	∅ -> d	regular	NA	lˈYm	lˈYmd
l æ m p ˈu n	l æ m p ˈu n d	12	lampoon	lampooned	∅ -> d	regular	NA	læmpˈun	læmpˈund
m ˈɪ n t	m ˈɪ n t ɨ d	12	mint	minted	∅ -> ɨ d	regular	NA	mˈɪnt	mˈɪntɨd
m ˈʌ s	m ˈʌ s t	12	muss	mussed	∅ -> t	regular	NA	mˈʌs	mˈʌst
m ˈʌ z ə l	m ˈʌ z ə l d	12	muzzle	muzzled	∅ -> d	regular	NA	mˈʌzəl	mˈʌzəld
m æ l f ˈʌ ŋ k ʃ ə n	m æ l f ˈʌ ŋ k ʃ ə n d	12	malfunction	malfunctioned	∅ -> d	regular	NA	mælfˈʌŋkʃən	mælfˈʌŋkʃənd
oʊ v ɚ m ˈæ n	oʊ v ɚ m ˈæ n d	12	overman	overmanned	∅ -> d	regular	NA	ovɚmˈæn	ovɚmˈænd
p ˈɝ k	p ˈɝ k t	12	perk	perked	∅ -> t	regular	NA	pˈɝk	pˈɝkt
p ˈʌ m ə l	p ˈʌ m ə l d	12	pommel	pommelled	∅ -> d	regular	NA	pˈʌməl	pˈʌməld
p ə ɹ ˈu z	p ə ɹ ˈu z d	12	peruse	perused	∅ -> d	regular	NA	pəɹˈuz	pəɹˈuzd
p l ˈeɪ æ k t	p l ˈeɪ æ k t ɨ d	12	play-act	play-acted	∅ -> ɨ d	regular	NA	plˈeækt	plˈeæktɨd
p oʊ ɹ t ˈɛ n d	p oʊ ɹ t ˈɛ n d ɨ d	12	portend	portended	∅ -> ɨ d	regular	NA	poɹtˈɛnd	poɹtˈɛndɨd
ɹ ˈaɪ l	ɹ ˈaɪ l d	12	rile	riled	∅ -> d	regular	NA	ɹˈYl	ɹˈYld
ɹ ˈeɪ l	ɹ ˈeɪ l d	12	rail	railed	∅ -> d	regular	NA	ɹˈel	ɹˈeld
ɹ ˈɛ d i	ɹ ˈɛ d i d	12	ready	readied	∅ -> d	regular	NA	ɹˈɛdi	ɹˈɛdid
ɹ ˈɛ p l ɪ k eɪ t	ɹ ˈɛ p l ɪ k eɪ t ɨ d	12	replicate	replicated	∅ -> ɨ d	regular	NA	ɹˈɛplɪket	ɹˈɛplɪketɨd
ɹ i d ˈu	ɹ i d ˈɪ d	12	redo	redid	u -> ɪ d	irregular	NA	ɹidˈu	ɹidˈɪd
ɹ i s t ˈa k	ɹ i s t ˈa k t	12	restock	restocked	∅ -> t	regular	NA	ɹistˈak	ɹistˈakt
ɹ i t ˈʌ tʃ	ɹ i t ˈʌ tʃ t	12	retouch	retouched	∅ -> t	regular	NA	ɹitˈʌC	ɹitˈʌCt
ɹ ɪ v ˈɛ n dʒ	ɹ ɪ v ˈɛ n dʒ d	12	revenge	revenged	∅ -> d	regular	NA	ɹɪvˈɛnJ	ɹɪvˈɛnJd
s ˈæ n d	s ˈæ n d ɨ d	12	sand	sanded	∅ -> ɨ d	regular	NA	sˈænd	sˈændɨd
s ˈæ n d b æ g	s ˈæ n d b æ g d	12	sandbag	sandbagged	∅ -> d	regular	NA	sˈændbæg	sˈændbægd
s ˈaɪ n p oʊ s t	s ˈaɪ n p oʊ s t ɨ d	12	signpost	signposted	∅ -> ɨ d	regular	NA	sˈYnpost	sˈYnpostɨd
s ˈɪ n d ɪ k eɪ t	s ˈɪ n d ɪ k eɪ t ɨ d	12	syndicate	syndicated	∅ -> ɨ d	regular	NA	sˈɪndɪket	sˈɪndɪketɨd
s ˈʌ p j ɚ eɪ t	s ˈʌ p j ɚ eɪ t ɨ d	12	suppurate	suppurated	∅ -> ɨ d	regular	NA	sˈʌpjɚet	sˈʌpjɚetɨd
s k ˈæ b	s k ˈæ b d	12	scab	scabbed	∅ -> d	regular	NA	skˈæb	skˈæbd
s k j ˈu ɚ	s k j ˈu ɚ d	12	skewer	skewered	∅ -> d	regular	NA	skjˈuɚ	skjˈuɚd
s l ˈæ n d ɚ	s l ˈæ n d ɚ d	12	slander	slandered	∅ -> d	regular	NA	slˈændɚ	slˈændɚd
s l ˈeɪ k	s l ˈeɪ k t	12	slake	slaked	∅ -> t	regular	NA	slˈek	slˈekt
s l ˈʌ g	s l ˈʌ g d	12	slug	slugged	∅ -> d	regular	NA	slˈʌg	slˈʌgd
ʃ ˈæ p ə ɹ oʊ n	ʃ ˈæ p ə ɹ oʊ n d	12	chaperon	chaperoned	∅ -> d	regular	NA	ʃˈæpəɹon	ʃˈæpəɹond
t ˈæ m p	t ˈæ m p t	12	tamp	tamped	∅ -> t	regular	NA	tˈæmp	tˈæmpt
t ˈaʊ t	t ˈaʊ t ɨ d	12	tout	touted	∅ -> ɨ d	regular	NA	tˈWt	tˈWtɨd
t ˈeɪ b ə l	t ˈeɪ b ə l d	12	table	tabled	∅ -> d	regular	NA	tˈebəl	tˈebəld
v ˈɪ l ɪ f aɪ	v ˈɪ l ɪ f aɪ d	12	vilify	vilified	∅ -> d	regular	NA	vˈɪlɪfY	vˈɪlɪfYd
ʌ n b ˈɝ d ə n	ʌ n b ˈɝ d ə n d	12	unburden	unburdened	∅ -> d	regular	NA	ʌnbˈɝdən	ʌnbˈɝdənd
ʌ n b ˈʌ k ə l	ʌ n b ˈʌ k ə l d	12	unbuckle	unbuckled	∅ -> d	regular	NA	ʌnbˈʌkəl	ʌnbˈʌkəld
ʌ n h ˈɪ n dʒ	ʌ n h ˈɪ n dʒ d	12	unhinge	unhinged	∅ -> d	regular	NA	ʌnhˈɪnJ	ʌnhˈɪnJd
ʌ n k ˈʌ p ə l	ʌ n k ˈʌ p ə l d	12	uncouple	uncoupled	∅ -> d	regular	NA	ʌnkˈʌpəl	ʌnkˈʌpəld
ʌ p ˈɛ n d	ʌ p ˈɛ n d ɨ d	12	upend	upended	∅ -> ɨ d	regular	NA	ʌpˈɛnd	ʌpˈɛndɨd
w ˈoʊ ɹ b ə l	w ˈoʊ ɹ b ə l d	12	warble	warbled	∅ -> d	regular	NA	wˈoɹbəl	wˈoɹbəld
z ˈi ɹ a k s	z ˈi ɹ a k s t	12	xerox	xeroxed	∅ -> t	regular	NA	zˈiɹaks	zˈiɹakst
ˈa k s ɪ dʒ ə n eɪ t	ˈa k s ɪ dʒ ə n eɪ t ɨ d	11	oxygenate	oxygenated	∅ -> ɨ d	regular	NA	ˈaksɪJənet	ˈaksɪJənetɨd
ˈɛ n ɚ dʒ aɪ z	ˈɛ n ɚ dʒ aɪ z d	11	energize	energized	∅ -> d	regular	NA	ˈɛnɚJYz	ˈɛnɚJYzd
ˈɔ t ə g ɹ æ f	ˈɔ t ə g ɹ æ f t	11	autograph	autographed	∅ -> t	regular	NA	ˈɔtəgɹæf	ˈɔtəgɹæft
aʊ t s ˈɛ l	aʊ t s ˈoʊ l d	11	outsell	outsold	ɛ l -> oʊ l d	irregular	NA	Wtsˈɛl	Wtsˈold
aʊ t ʃ ˈaɪ n	aʊ t ʃ ˈoʊ n	11	outshine	outshone	aɪ -> oʊ	irregular	NA	WtʃˈYn	Wtʃˈon
b ˈæ k s l aɪ d	b ˈæ k s l ɪ d	11	backslide	backslid	aɪ -> ɪ	irregular	NA	bˈækslYd	bˈækslɪd
b ˈɪ l ɪ t	b ˈɪ l ɪ t ɨ d	11	billet	billeted	∅ -> ɨ d	regular	NA	bˈɪlɪt	bˈɪlɪtɨd
b ˈʌ ŋ	b ˈʌ ŋ d	11	bung	bunged	∅ -> d	regular	NA	bˈʌŋ	bˈʌŋd
b eɪ ə n ˈɛ t	b eɪ ə n ˈɛ t ɨ d	11	bayonet	bayoneted	∅ -> ɨ d	regular	NA	beənˈɛt	beənˈɛtɨd
b ɪ s t ɹ ˈaɪ d	b ɪ s t ɹ ˈoʊ d	11	bestride	bestrode	aɪ -> oʊ	irregular	NA	bɪstɹˈYd	bɪstɹˈod
d ɪ b ˈɔ tʃ	d ɪ b ˈɔ tʃ t	11	debauch	debauched	∅ -> t	regular	NA	dɪbˈɔC	dɪbˈɔCt
